,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
349,36.0,Male,Bachelor's,Senior Business Development Manager,8.0,110000.0,USA,Asian
350,44.0,Female,PhD,Senior Data Scientist,16.0,160000.0,China,Chinese
351,31.0,Male,Bachelor's,Junior Marketing Coordinator,3.0,55000.0,Canada,Black
352,38.0,Female,Bachelor's,Senior Business Analyst,10.0,110000.0,Canada,Black
353,48.0,Male,Master's,Director of Marketing,21.0,180000.0,Canada,Asian
354,31.0,Female,Bachelor's,Junior Business Development Associate,3.0,50000.0,Canada,Black
355,40.0,Male,Bachelor's,Senior Financial Analyst,12.0,130000.0,USA,White
356,45.0,Female,PhD,Senior UX Designer,16.0,160000.0,UK,Asian
357,33.0,Male,Bachelor's,Junior Product Manager,4.0,60000.0,Canada,White
358,36.0,Female,Bachelor's,Senior Marketing Manager,8.0,95000.0,UK,Welsh
359,47.0,Male,Master's,Director of Operations,19.0,170000.0,UK,Welsh
360,29.0,Female,Bachelor's,Junior Project Manager,2.0,40000.0,Australia,Australian
361,34.0,Male,Bachelor's,Senior Operations Coordinator,7.0,90000.0,China,Chinese
362,44.0,Female,PhD,Senior Business Analyst,15.0,150000.0,UK,Welsh
363,33.0,Male,Bachelor's,Junior Marketing Specialist,5.0,70000.0,Canada,White
364,35.0,Female,Bachelor's,Senior Financial Manager,8.0,90000.0,China,Chinese
365,43.0,Male,Master's,Director of Marketing,18.0,170000.0,Canada,Asian
366,31.0,Female,Bachelor's,Junior Financial Analyst,3.0,50000.0,Canada,Black
367,41.0,Male,Bachelor's,Senior Product Manager,14.0,150000.0,China,Chinese
368,44.0,Female,PhD,Senior Data Engineer,16.0,160000.0,Australia,White
369,33.0,Male,Bachelor's,Junior Business Analyst,4.0,60000.0,UK,Welsh
370,35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0,China,White
371,43.0,Male,Master's,Director of Operations,19.0,170000.0,China,White
372,29.0,Female,Bachelor's,Junior Project Manager,2.0,40000.0,USA,Asian
373,34.0,Male,Bachelor's,Senior Operations Coordinator,7.0,90000.0,China,White
374,44.0,Female,PhD,Senior Business Analyst,15.0,150000.0,UK,White
375,31.0,Male,Master's,Data Scientist,6.0,160000.0,Australia,White
376,28.0,Female,Bachelor's,Software Engineer,3.0,125000.0,Canada,Black
377,26.0,Male,Master's,Product Manager,2.0,120000.0,China,White
378,27.0,Female,Bachelor's,Data Analyst,2.0,110000.0,UK,Mixed
379,30.0,Male,PhD,Data Scientist,5.0,180000.0,China,Korean
380,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,Australia,White
381,32.0,Male,Bachelor's,Product Manager,7.0,170000.0,USA,Asian
382,25.0,Female,Master's,Data Analyst,1.0,100000.0,China,White
383,33.0,Male,PhD,Data Scientist,8.0,190000.0,UK,Mixed
384,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,UK,Welsh
385,28.0,Male,Master's,Product Manager,3.0,130000.0,Canada,Black
386,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,USA,African American
387,27.0,Male,PhD,Data Scientist,2.0,115000.0,USA,African American
388,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,USA,Hispanic
389,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,China,Chinese
390,25.0,Female,Master's,Data Analyst,1.0,100000.0,Australia,Australian
391,33.0,Male,PhD,Data Scientist,8.0,190000.0,Canada,Black
392,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,UK,Welsh
393,28.0,Male,Master's,Product Manager,3.0,130000.0,Australia,White
394,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,Australia,White
395,28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,China,Korean
396,26.0,Female,Master's,Product Manager,2.0,120000.0,USA,White
397,27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,USA,African American
398,30.0,Female,PhD,Data Scientist,5.0,180000.0,China,Korean
399,29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,USA,Hispanic
400,32.0,Male,Bachelor's,Product Manager,7.0,170000.0,China,Chinese
401,25.0,Female,Master's,Data Analyst,1.0,100000.0,Australia,Asian
402,33.0,Male,PhD,Data Scientist,8.0,190000.0,Canada,Asian
403,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,Australia,Australian
404,28.0,Male,Master's,Product Manager,3.0,130000.0,Canada,Asian
405,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,Canada,Asian
406,27.0,Male,PhD,Data Scientist,2.0,115000.0,UK,Asian
407,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,Australia,White
408,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,Canada,White
409,25.0,Female,Master's,Data Analyst,1.0,100000.0,China,White
410,33.0,Male,PhD,Data Scientist,8.0,190000.0,UK,White
411,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,Australia,Australian
412,28.0,Male,Master's,Product Manager,3.0,130000.0,Canada,Asian
413,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,Canada,White
414,28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,Australia,Asian
415,26.0,Female,Master's,Product Manager,2.0,120000.0,USA,White
416,27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,Australia,White
417,30.0,Female,PhD,Data Scientist,5.0,180000.0,Canada,Black
418,29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,Australia,Asian
419,32.0,Male,Bachelor's,Product Manager,7.0,170000.0,USA,African American
420,25.0,Female,Master's,Data Analyst,1.0,100000.0,Canada,Black
421,33.0,Male,PhD,Data Scientist,8.0,190000.0,Australia,Australian
422,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,China,Chinese
423,28.0,Male,Master's,Product Manager,3.0,130000.0,UK,Mixed
424,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,China,White
425,27.0,Male,PhD,Data Scientist,2.0,115000.0,Australia,Australian
426,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,China,Korean
427,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,China,Korean
428,25.0,Female,Master's,Data Analyst,1.0,100000.0,China,Chinese
429,33.0,Male,PhD,Data Scientist,8.0,190000.0,USA,Asian
430,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,Australia,Asian
431,28.0,Male,Master's,Product Manager,3.0,130000.0,Australia,Australian
432,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,Australia,Australian
433,28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,Canada,Black
434,26.0,Female,Master's,Product Manager,2.0,120000.0,UK,Asian
435,27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,China,White
436,30.0,Female,PhD,Data Scientist,5.0,180000.0,USA,African American
437,29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,Canada,Asian
438,32.0,Male,Bachelor's,Product Manager,7.0,170000.0,China,Korean
439,25.0,Female,Master's,Data Analyst,1.0,100000.0,Australia,Asian
440,33.0,Male,PhD,Data Scientist,8.0,190000.0,USA,Asian
441,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,China,Chinese
442,28.0,Male,Master's,Product Manager,3.0,130000.0,USA,Hispanic
443,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,USA,White
444,27.0,Male,PhD,Data Scientist,2.0,115000.0,China,Korean
445,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,USA,African American
446,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,China,Chinese
447,25.0,Female,Master's,Data Analyst,1.0,100000.0,UK,Mixed
448,33.0,Male,PhD,Data Scientist,8.0,190000.0,UK,Welsh
449,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,Australia,Asian
450,28.0,Male,Master's,Product Manager,3.0,130000.0,USA,Asian
451,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,Australia,White
452,27.0,Male,PhD,Data Scientist,2.0,115000.0,China,Korean
453,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,USA,Hispanic
454,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,UK,Mixed
455,25.0,Female,Master's,Data Analyst,1.0,100000.0,Australia,Australian
456,33.0,Male,PhD,Data Scientist,8.0,190000.0,China,Chinese
457,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,USA,Hispanic
458,28.0,Male,Master's,Product Manager,3.0,130000.0,Canada,Asian
459,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,Australia,Asian
460,28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,Australia,Asian
461,26.0,Female,Master's,Product Manager,2.0,120000.0,Australia,Australian
462,27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,Australia,Asian
463,30.0,Female,PhD,Data Scientist,5.0,180000.0,USA,Asian
464,29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,USA,Hispanic
465,32.0,Male,Bachelor's,Product Manager,7.0,170000.0,Canada,White
466,25.0,Female,Master's,Data Analyst,1.0,100000.0,UK,Welsh
467,33.0,Male,PhD,Data Scientist,8.0,190000.0,China,Korean
468,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,USA,Asian
469,28.0,Male,Master's,Product Manager,3.0,130000.0,UK,Mixed
470,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,Australia,White
471,27.0,Male,PhD,Data Scientist,2.0,115000.0,Australia,Asian
472,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,China,Korean
473,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,China,Korean
474,25.0,Female,Master's,Data Analyst,1.0,100000.0,Canada,Asian
475,33.0,Male,PhD,Data Scientist,8.0,190000.0,UK,Mixed
476,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,UK,Welsh
477,28.0,Male,Master's,Product Manager,3.0,130000.0,UK,Asian
478,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,China,Chinese
479,27.0,Male,PhD,Data Scientist,2.0,115000.0,UK,Welsh
480,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,China,Chinese
481,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,China,White
482,25.0,Female,Master's,Data Analyst,1.0,100000.0,UK,White
483,33.0,Male,PhD,Data Scientist,8.0,190000.0,UK,Mixed
484,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,China,Chinese
485,28.0,Male,Master's,Product Manager,3.0,130000.0,Canada,White
486,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,USA,White
487,27.0,Male,PhD,Data Scientist,2.0,115000.0,UK,Mixed
488,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,USA,White
489,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,Australia,Asian
490,25.0,Female,Master's,Data Analyst,1.0,100000.0,Australia,Asian
491,33.0,Male,PhD,Data Scientist,8.0,190000.0,Canada,Asian
492,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,Australia,Australian
493,28.0,Male,Master's,Product Manager,3.0,130000.0,Canada,Asian
494,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,China,Chinese
495,27.0,Male,PhD,Data Scientist,2.0,115000.0,Australia,White
496,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,China,Chinese
497,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,Canada,White
498,25.0,Female,Master's,Data Analyst,1.0,100000.0,China,Korean
499,33.0,Male,PhD,Data Scientist,8.0,190000.0,UK,Mixed
500,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,USA,White
501,28.0,Male,Master's,Product Manager,3.0,130000.0,Australia,White
502,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,USA,Hispanic
503,27.0,Male,PhD,Data Scientist,2.0,115000.0,UK,Welsh
504,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,Canada,Asian
505,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,Australia,Australian
506,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,Australia,Australian
507,29.0,Female,Master's,Data Scientist,6.0,180000.0,UK,Asian
508,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,Australia,White
509,27.0,Female,Bachelor's,Product Manager,4.0,150000.0,UK,Welsh
510,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,China,Chinese
511,31.0,Female,Master's,Data Scientist,9.0,195000.0,UK,Asian
512,28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,China,White
513,33.0,Female,Master's,Product Manager,11.0,198000.0,USA,African American
514,25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,USA,Hispanic
515,30.0,Female,PhD,Data Scientist,7.0,185000.0,China,Korean
516,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,UK,Mixed
517,34.0,Female,Master's,Product Manager,12.0,196000.0,China,Chinese
518,23.0,Male,Bachelor's,Data Analyst,1.0,95000.0,China,Korean
519,32.0,Female,PhD,Data Scientist,10.0,193000.0,Australia,White
520,29.0,Male,Bachelor's,Software Engineer,6.0,175000.0,Australia,White
521,30.0,Female,Bachelor's,Product Manager,5.0,160000.0,Australia,White
522,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,Canada,Black
523,31.0,Female,Master's,Data Scientist,6.0,180000.0,China,Korean
524,28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,USA,African American
525,33.0,Female,Master's,Product Manager,11.0,198000.0,UK,Mixed
526,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,China,White
527,30.0,Female,PhD,Data Scientist,7.0,185000.0,Canada,White
528,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,Canada,Black
529,34.0,Female,Master's,Product Manager,12.0,196000.0,Canada,White
530,25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,China,Chinese
531,29.0,Female,Master's,Data Scientist,6.0,180000.0,USA,White
532,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,Australia,White
533,27.0,Female,Bachelor's,Product Manager,4.0,150000.0,China,White
534,31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,China,Korean
535,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,Australia,Asian
536,33.0,Male,Master's,Product Manager,11.0,198000.0,UK,White
537,26.0,Female,Bachelor's,Data Analyst,3.0,130000.0,Australia,White
538,30.0,Male,PhD,Data Scientist,7.0,185000.0,USA,African American
539,27.0,Female,Bachelor's,Software Engineer,4.0,140000.0,UK,Welsh
540,34.0,Male,Master's,Product Manager,12.0,196000.0,China,Korean
541,25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,China,Korean
542,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,UK,Asian
543,29.0,Female,Master's,Data Scientist,6.0,180000.0,USA,White
544,30.0,Male,Bachelor's,Data Analyst,5.0,160000.0,USA,African American
545,33.0,Female,Master's,Product Manager,11.0,198000.0,USA,White
546,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,USA,African American
547,31.0,Female,PhD,Data Scientist,9.0,195000.0,Australia,White
548,28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,Australia,Asian
549,27.0,Female,Bachelor's,Product Manager,4.0,150000.0,UK,White
550,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,Canada,White
551,29.0,Female,Master's,Data Scientist,6.0,180000.0,Canada,White
552,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,China,White
553,33.0,Female,Master's,Product Manager,11.0,198000.0,UK,White
554,25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,Australia,White
555,30.0,Female,PhD,Data Scientist,7.0,185000.0,USA,Asian
556,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,China,Chinese
557,34.0,Female,Master's,Product Manager,12.0,196000.0,UK,Mixed
558,31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,Canada,Asian
559,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,China,White
560,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,Australia,Australian
561,29.0,Female,Master's,Data Scientist,6.0,180000.0,China,White
562,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,Australia,Australian
563,33.0,Female,Master's,Product Manager,11.0,198000.0,Australia,Australian
564,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,China,White
565,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,Australia,Asian
566,25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,Australia,White
567,30.0,Female,PhD,Data Scientist,7.0,185000.0,USA,Asian
568,31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,UK,Asian
569,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,Canada,Asian
570,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,Canada,White
571,29.0,Female,Master's,Data Scientist,6.0,180000.0,USA,Hispanic
572,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,Australia,Australian
573,33.0,Female,Master's,Product Manager,11.0,198000.0,Canada,Asian
574,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,UK,Welsh
575,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,USA,Hispanic
576,25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,USA,African American
577,30.0,Female,PhD,Data Scientist,7.0,185000.0,Australia,Asian
578,31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,China,Chinese
579,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,Canada,Asian
580,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,UK,Asian
581,29.0,Female,Master's,Data Scientist,6.0,180000.0,Canada,Asian
582,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,China,White
583,33.0,Female,Master's,Product Manager,11.0,198000.0,Canada,White
584,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,China,Korean
585,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,China,Korean
586,25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,USA,Hispanic
587,30.0,Female,PhD,Data Scientist,7.0,185000.0,USA,Hispanic
588,31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,UK,Asian
589,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,Australia,Asian
590,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,Australia,Australian
591,29.0,Female,Master's,Data Scientist,6.0,180000.0,Australia,Asian
592,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,Australia,Asian
593,33.0,Female,Master's,Product Manager,11.0,198000.0,China,White
594,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,Canada,White
595,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,USA,White
596,25.0,Male,Bachelor's,Data Analyst,2.0,125000.0,UK,White
597,28.0,Female,Master's,Data Scientist,6.0,175000.0,Canada,Asian
598,30.0,Male,Bachelor's,Software Engineer,8.0,190000.0,UK,White
599,27.0,Female,Bachelor's,Product Manager,4.0,150000.0,UK,Welsh
600,24.0,Male,Bachelor's,Data Analyst,1.0,95000.0,UK,Mixed
601,31.0,Male,Master's,Data Scientist,9.0,195000.0,Canada,White
602,28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,USA,African American
603,33.0,Female,Master's,Product Manager,11.0,198000.0,Australia,White
604,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,Canada,Asian
605,30.0,Female,PhD,Data Scientist,7.0,185000.0,China,Chinese
606,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,Australia,White
607,34.0,Female,Master's,Product Manager,12.0,196000.0,UK,Asian
608,23.0,Male,Bachelor's,Data Analyst,1.0,90000.0,Canada,Asian
609,32.0,Female,PhD,Data Scientist,10.0,193000.0,Canada,Black
610,29.0,Male,Bachelor's,Software Engineer,6.0,170000.0,USA,Hispanic
611,30.0,Female,Bachelor's,Product Manager,5.0,160000.0,China,White
612,26.0,Male,Bachelor's,Data Analyst,3.0,135000.0,Canada,Asian
613,31.0,Female,Master's,Data Scientist,6.0,180000.0,Canada,White
614,28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,UK,Mixed
615,33.0,Female,Master's,Product Manager,11.0,198000.0,Canada,Black
616,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,Australia,White
617,30.0,Female,PhD,Data Scientist,7.0,185000.0,China,Korean
618,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,Australia,Australian
619,34.0,Female,Master's,Product Manager,12.0,196000.0,USA,Asian
620,25.0,Male,Bachelor's,Data Analyst,2.0,115000.0,China,Korean
621,29.0,Female,Master's,Data Scientist,6.0,180000.0,Canada,Asian
622,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,China,Korean
623,27.0,Female,Bachelor's,Product Manager,4.0,150000.0,USA,African American
624,31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,UK,Asian
625,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,UK,Asian
626,33.0,Male,Master's,Product Manager,11.0,198000.0,UK,Mixed
627,26.0,Female,Bachelor's,Data Analyst,3.0,130000.0,Canada,Asian
628,30.0,Male,PhD,Data Scientist,7.0,185000.0,UK,Welsh
629,27.0,Female,Bachelor's,Software Engineer,4.0,140000.0,Canada,White
630,34.0,Male,Master's,Product Manager,12.0,196000.0,China,Korean
631,25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,Australia,Asian
632,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,Canada,Black
633,29.0,Female,Master's,Data Scientist,6.0,180000.0,China,White
634,30.0,Male,Bachelor's,Data Analyst,5.0,160000.0,China,Chinese
635,33.0,Female,Master's,Product Manager,11.0,198000.0,UK,Welsh
636,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,Canada,Asian
637,31.0,Female,PhD,Data Scientist,9.0,195000.0,Australia,Asian
638,28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,Canada,Black
